service,endpoint,method,status,category,severity,query,path_params,headers,request_body,response_snippet,error,elapsed_ms,ts
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca75e50>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",208.68,1777606842.3600729
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'orderDirection': 'desc', 'limit': 207, 'seriesId': 'x', 'closed': 'true'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca84390>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?orderDirection=desc&limit=207&seriesId=x&closed=true'
",266.90599999999995,1777606844.562279
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'offset': 17042, 'closed': 'true', 'active': 'false', 'orderDirection': 'desc', 'category': '', 'seriesId': '\x89¸', 'limit': 77, 'orderBy': 'pØ'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cb97010>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?offset=17042&closed=true&active=false&orderDirection=desc&category=&seriesId=%C2%89%C2%B8&limit=77&orderBy=p%C3%98'
",227.865,1777606845.6050391
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d226cd0>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",213.502,1777606846.484638
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'orderBy': '®𗒟ù\x88\U000916f5\U00016d03S5', 'category': '', 'offset': 30074, 'closed': 'false', 'active': 'true', 'limit': 424}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cadd250>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?orderBy=%C2%AE%F0%97%92%9F%C3%B9%C2%88%F2%91%9B%B5%F0%96%B4%83S5&category=&offset=30074&closed=false&active=true&limit=424'
",195.791,1777606847.4924679
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'offset': 0, 'category': '', 'active': 'false'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d30dd10>,"{""markets"":[{""id"":""815"", ""question"":""Gillian Robertson vs. Amanda Lemos"", ""slug"":""aec-ufc-gilrob-amalem-2025-12-13"", ""endDate"":""2025-12-14T19:00:00Z"", ""category"":""sports"", ""startDate"":""2025-12-12T22:00:00Z"", ""description"":""Who will win on the upcoming ufc game, scheduled for December 13 at 7:00PM ET? Gillian Robertson or Amanda Lemos.\nIf the game is postponed, this market will remain open until t","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""815"", ""question"":""Gillian Robertson vs. Amanda Lemos"", ""slug"":""aec-ufc-gilrob-amalem-2025-12-13"", ""endDate"":""2025-12-14T19:00:00Z"", ""category"":""sports"", ""startDate"":""2025-12-12T22:00:00Z"", ""description"":""Who will win on the upcoming ufc game, scheduled for December 13 at 7:00PM ET? Gillian Robertson or Amanda Lemos.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game is canceled entirely, with no make-up game, this market will resolve 50 // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?offset=0&category=&active=false'
",207.43,1777606848.725056
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'closed': 'false', 'limit': 34, 'seriesId': ''}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca5d050>,"{""markets"":[{""id"":""4983"", ""question"":""NBA MVP"", ""slug"":""tec-nba-mvp-2026-06-10-shagil"", ""endDate"":""2026-06-24T16:20:09Z"", ""category"":""sports"", ""startDate"":""2026-02-21T20:16:32Z"", ""description"":""Will Shai Gilgeous-Alexander win the 2026 Regular Season NBA MVP? If the event is postponed, delayed, or rescheduled, the settlement date will be amended to the rescheduled date. If the rescheduled date is ","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""4983"", ""question"":""NBA MVP"", ""slug"":""tec-nba-mvp-2026-06-10-shagil"", ""endDate"":""2026-06-24T16:20:09Z"", ""category"":""sports"", ""startDate"":""2026-02-21T20:16:32Z"", ""description"":""Will Shai Gilgeous-Alexander win the 2026 Regular Season NBA MVP? If the event is postponed, delayed, or rescheduled, the settlement date will be amended to the rescheduled date. If the rescheduled date is not within two weeks of the originally scheduled date, the Exchange may, in its sole discretion, settle the inst // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?closed=false&limit=34&seriesId='
",211.18200000000002,1777606850.027074
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{'closed': 'false'},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cafd550>,"{""markets"":[{""id"":""4983"", ""question"":""NBA MVP"", ""slug"":""tec-nba-mvp-2026-06-10-shagil"", ""endDate"":""2026-06-24T16:20:09Z"", ""category"":""sports"", ""startDate"":""2026-02-21T20:16:32Z"", ""description"":""Will Shai Gilgeous-Alexander win the 2026 Regular Season NBA MVP? If the event is postponed, delayed, or rescheduled, the settlement date will be amended to the rescheduled date. If the rescheduled date is ","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""4983"", ""question"":""NBA MVP"", ""slug"":""tec-nba-mvp-2026-06-10-shagil"", ""endDate"":""2026-06-24T16:20:09Z"", ""category"":""sports"", ""startDate"":""2026-02-21T20:16:32Z"", ""description"":""Will Shai Gilgeous-Alexander win the 2026 Regular Season NBA MVP? If the event is postponed, delayed, or rescheduled, the settlement date will be amended to the rescheduled date. If the rescheduled date is not within two weeks of the originally scheduled date, the Exchange may, in its sole discretion, settle the inst // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?closed=false'
",205.361,1777606850.922206
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'offset': 27732, 'closed': 'false', 'limit': 384, 'orderDirection': 'desc', 'category': '\U000cfeec¶w\x13', 'orderBy': '\x10\x8eÙú', 'seriesId': 'N¾\U001008c7Æ#\x1a\x00', 'active': 'false'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10cadd710>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?offset=27732&closed=false&limit=384&orderDirection=desc&category=%F3%8F%BB%AC%C2%B6w%13&orderBy=%10%C2%8E%C3%99%C3%BA&seriesId=N%C2%BE%F4%80%A3%87%C3%86%23%1A%00&active=false'
",248.73999999999998,1777606852.007699
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'offset': 27732, 'closed': 'false', 'limit': 1, 'orderDirection': 'desc', 'category': '\U000cfeec¶w\x13', 'orderBy': '\x10\x8eÙú', 'seriesId': 'N¾\U001008c7Æ#\x1a\x00', 'active': 'false'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d31d5d0>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?offset=27732&closed=false&limit=1&orderDirection=desc&category=%F3%8F%BB%AC%C2%B6w%13&orderBy=%10%C2%8E%C3%99%C3%BA&seriesId=N%C2%BE%F4%80%A3%87%C3%86%23%1A%00&active=false'
",202.452,1777606853.025221
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'offset': 27732, 'closed': 'false', 'limit': 1, 'orderDirection': 'desc', 'category': 'N¾\U001008c7Æ#\x1a\x00', 'orderBy': '\x10\x8eÙú', 'seriesId': 'N¾\U001008c7Æ#\x1a\x00', 'active': 'false'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d33f010>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?offset=27732&closed=false&limit=1&orderDirection=desc&category=N%C2%BE%F4%80%A3%87%C3%86%23%1A%00&orderBy=%10%C2%8E%C3%99%C3%BA&seriesId=N%C2%BE%F4%80%A3%87%C3%86%23%1A%00&active=false'
",194.799,1777606854.421265
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca5c190>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",212.74699999999999,1777606855.400078
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'category': 'G', 'seriesId': '\U0007283d', 'closed': 'true'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d2cff50>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?category=G&seriesId=%F1%B2%A0%BD&closed=true'
",210.96599999999998,1777606856.560732
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca17090>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",256.739,1777606857.490905
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d236cd0>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",191.285,1777606858.364086
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'limit': 369, 'seriesId': 'É9þÊ7\xadB', 'offset': 25311, 'closed': 'true', 'active': 'true'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10ca85990>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?limit=369&seriesId=%C3%899%C3%BE%C3%8A7%C2%ADB&offset=25311&closed=true&active=true'
",185.893,1777606859.36082
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d220690>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",219.541,1777606860.8685608
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,{},{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10c9f98d0>,"{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Ten","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""1"", ""question"":""Los Angeles vs. Tennessee"", ""slug"":""aec-nfl-lac-ten-2025-11-02"", ""endDate"":""2025-11-03T13:00:00Z"", ""category"":""sports"", ""startDate"":""2025-10-29T22:00:01Z"", ""description"":""In the upcoming american football game, scheduled for November 2 at 1:00PM ET:\nIf Los Angeles wins, the market will resolve to “Los Angeles”.\nIf Tennessee wins, the market will resolve to “Tennessee”.\nIf the game is postponed, this market will remain open until the game has been completed.\nIf the game // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' https://gateway.graylayer.tech/api/v1/polymarket-us/markets
",215.594,1777606861.775372
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'orderBy': '', 'limit': 480, 'category': '', 'active': 'true', 'offset': 32, 'closed': 'false', 'orderDirection': 'asc', 'seriesId': '.\x93ÊT??'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x108431390>,"{""markets"":[{""id"":""5030"", ""question"":""2026 NBA Champion"", ""slug"":""tec-nba-champ-2026-07-01-min"", ""endDate"":""2026-07-15T16:20:09Z"", ""category"":""sports"", ""startDate"":""1970-01-01T00:00:00Z"", ""image"":""https://polymarket-upload.s3.us-east-2.amazonaws.com/us-logos/NBA/Polymarket_NBA_Minnesota-Timberwolvess_L@320x320.png"", ""description"":""Will the Minnesota be the 2026 NBA Champion? If the event is postpo","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[{""id"":""5030"", ""question"":""2026 NBA Champion"", ""slug"":""tec-nba-champ-2026-07-01-min"", ""endDate"":""2026-07-15T16:20:09Z"", ""category"":""sports"", ""startDate"":""1970-01-01T00:00:00Z"", ""image"":""https://polymarket-upload.s3.us-east-2.amazonaws.com/us-logos/NBA/Polymarket_NBA_Minnesota-Timberwolvess_L@320x320.png"", ""description"":""Will the Minnesota be the 2026 NBA Champion? If the event is postponed, delayed, or rescheduled, the settlement date will be amended to the rescheduled date. If the rescheduled da // Output truncated...`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?orderBy=&limit=480&category=&active=true&offset=32&closed=false&orderDirection=asc&seriesId=.%C2%93%C3%8AT%3F%3F'
",316.546,1777606865.9345999
gateway,/api/v1/polymarket-us/markets,GET,200.0,unexpected,medium,"{'active': 'false', 'seriesId': '\x1cꀊ\x8e', 'offset': 23998, 'limit': 327, 'orderDirection': 'asc'}",{},"{'User-Agent': 'graylayer-fuzz/1.0 (COM S 4170 project)', 'Accept': 'application/json'}",<schemathesis.types.NotSet object at 0x10d2dc5d0>,"{""markets"":[]}","

1. Authentication declared but not enforced for this operation

    The API returned `200 OK` for `GET /api/v1/polymarket-us/markets` with any auth.

[200] OK:

    `{""markets"":[]}`

Reproduce with: 

    curl -X GET -H 'X-API-Key: [Filtered]' -H 'User-Agent: graylayer-fuzz/1.0 (COM S 4170 project)' -H 'Accept: application/json' 'https://gateway.graylayer.tech/api/v1/polymarket-us/markets?active=false&seriesId=%1C%EA%80%8A%C2%8E&offset=23998&limit=327&orderDirection=asc'
",201.434,1777606867.011754
